"#OTU ID","domain","phylum","class","order","family","genus","species"
"ASV_113","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Unknown"
"ASV_114","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","Unknown"
"ASV_115","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unknown","Unknown"
"ASV_116","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_117","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","Unknown"
"ASV_118","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus","Unknown"
"ASV_119","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_120","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unknown","Unknown"
"ASV_121","Bacteria","Proteobacteria","Gammaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_122","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Unknown","Unknown"
"ASV_123","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_124","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Unknown","Unknown"
"ASV_125","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_126","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unknown","Unknown","Unknown"
"ASV_127","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_128","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","Unknown"
"ASV_129","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","gordonii"
"ASV_130","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Unknown"
"ASV_131","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megamonas","Unknown"
"ASV_132","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_133","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_134","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Unknown","Unknown"
"ASV_135","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_136","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unknown","Unknown","Unknown"
"ASV_137","ssigned","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_138","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_139","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_140","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Unknown","Unknown"
"ASV_141","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Unknown"
"ASV_142","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Unknown","Unknown"
"ASV_143","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister","Unknown"
"ASV_144","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unknown"
"ASV_145","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","segnis"
"ASV_146","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","cereus"
"ASV_147","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unknown","Unknown"
"ASV_148","Bacteria","Synergistetes","Synergistia","Synergistales","Unknown","Unknown","Unknown"
"ASV_149","Bacteria","Proteobacteria","Alphaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_150","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_151","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_152","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_153","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Unknown"
"ASV_154","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_155","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unknown"
"ASV_156","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Unknown"
"ASV_157","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_158","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unknown","Unknown"
"ASV_159","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_160","Bacteria","Bacteroidetes","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_161","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","segnis"
"ASV_162","Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]","Unknown","Unknown"
"ASV_163","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","Unknown"
"ASV_164","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_165","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_166","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Unknown"
"ASV_167","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unknown"
"ASV_168","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_169","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_170","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Unknown","Unknown"
"ASV_171","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","Unknown"
"ASV_172","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unknown"
"ASV_173","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unknown"
"ASV_174","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_175","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia"
"ASV_176","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Unknown","Unknown"
"ASV_177","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","Unknown"
"ASV_178","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Unknown"
"ASV_179","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_180","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter","Unknown"
"ASV_181","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Unknown","Unknown"
"ASV_182","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_183","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_184","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","[Prevotella]","tannerae"
"ASV_185","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_186","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_187","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Unknown","Unknown"
"ASV_188","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_189","Bacteria","Proteobacteria","Betaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_190","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Arcanobacterium","Unknown"
"ASV_191","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_192","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","cereus"
"ASV_193","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Unknown","Unknown"
"ASV_194","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","Unknown"
"ASV_195","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_196","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_197","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","somerae"
"ASV_198","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","Unknown"
"ASV_199","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Unknown"
"ASV_200","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Unknown","Unknown"
"ASV_201","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown"
"ASV_202","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Epulopiscium","Unknown"
"ASV_203","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_204","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Unknown","Unknown"
"ASV_205","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella","Unknown"
"ASV_206","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","helveticus"
"ASV_207","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_208","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Unknown","Unknown"
"ASV_209","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_210","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Unknown","Unknown"
"ASV_211","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unknown","Unknown","Unknown"
"ASV_212","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_213","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter","Unknown"
"ASV_214","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Unknown","Unknown"
"ASV_215","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_216","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","Unknown","Unknown","Unknown"
"ASV_217","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","Unknown"
"ASV_218","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_219","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Unknown","Unknown"
"ASV_220","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Plantago","sericea"
"ASV_221","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_222","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_223","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Unknown","Unknown"
"ASV_224","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_225","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister","Unknown"
"ASV_226","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown"
"ASV_227","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_228","Bacteria","Firmicutes","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_229","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_230","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_231","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Unknown","Unknown"
"ASV_232","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_233","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unknown","Unknown","Unknown"
"ASV_234","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","segnis"
"ASV_235","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_236","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Unknown"
"ASV_237","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Unknown"
"ASV_238","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Unknown"
"ASV_239","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Lardizabala","biternata"
"ASV_240","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","Unknown","Unknown"
"ASV_241","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_242","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_243","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Unknown"
"ASV_244","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_245","Bacteria","Proteobacteria","Alphaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_246","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus","Unknown"
"ASV_247","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","marcusii"
"ASV_248","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Lardizabala","biternata"
"ASV_249","Bacteria","Proteobacteria","Betaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_250","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","ochracea"
"ASV_251","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_252","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Unknown","Unknown"
"ASV_253","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Unknown","Unknown"
"ASV_254","Bacteria","Proteobacteria","Gammaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_255","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_256","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_257","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Unknown","Unknown"
"ASV_258","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unknown","Unknown"
"ASV_259","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_260","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unknown","Unknown"
"ASV_261","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_262","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_263","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_264","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_265","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unknown","Unknown","Unknown"
"ASV_266","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Unknown","Unknown"
"ASV_267","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unknown","Unknown","Unknown"
"ASV_268","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_269","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Unknown"
"ASV_270","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","Unknown","Unknown","Unknown"
"ASV_271","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Unknown"
"ASV_272","Bacteria","Proteobacteria","Alphaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_273","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unknown","Unknown"
"ASV_274","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Unknown"
"ASV_275","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Unknown"
"ASV_276","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unknown","Unknown"
